System ID,Firstnames,Lastname,Known As,Title,Post Nominals,Person Corporate Type,Record Type,Role,Gender
7682,Tobias,Stimmer,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
6571,Jo,Ganter,Jo,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
1762,,Lavigne,,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
668,Mrs,McLelland,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
1838,Henry,Keat,Henry,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
152,Ludolf,Backhuyzen (signed L. Buckhuyzen),,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8282,,Graciela Ainsworth,,,,,Corporate,Treatment Person,
8628,,,,,,,Person,,
8912,Annie,Hopley,Annie,,,,Person,Cataloguer,
2031,Robert,Schopper,Robert,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1931,C,Laurent,C,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker",
2623,Julius,Emmenegger,Julius,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2221,,Fallinc? Bahling?,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4018,Isaac,Barrow,Isaac,,,Individual,Person,Subject Person,
6522,Margaret,Clyde,Margaret,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3918,Samuel,Tuke,Samuel,,,Individual,Person,,
495,Anthony,Harrison,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
2269,,Laubé,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2270,Romeo,Orsi,Romeo,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
505,Oskar,Kokoschka,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1366,G,Skelt,,,,Individual,,"Production Person (pri & sec) : Printer, Production Person (secondary) : Printer",
3814,Isaac,Newton,Isaac,Sir,,Individual,Person,,Male
5666,,The Ministers of the Respective Parishes,,,,Association,Corporate,,
4573,Charles,Menzies,,,of Kinmundy,Individual,,"Production Person (pri & sec) : Landowner, Production Person (primary) : Landowner",
5857,Hans,Tisdall,Hans,,,,Person,"Production Person (pri & sec) : weaver, Production Person (primary) : weaver",Male
6153,,Model Release No. Poss.2472,,,,,Corporate,,
8346,Marjorie H.,McLachlan,Marjorie,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
538,Joanne,Naysmith,,,,Individual,,,
3629,Adele,Koestler,,,,Individual,Person,,
3630,Arthur,Koestler,,,,Individual,Person,,
2932,,Possibly Hudson,,,,Business,Corporate,,
3032,John,Pettie,John,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",Male
5265,Mungo,Park,Mungo,,,Individual,Person,,
6294,Madelaine,Philip,Madelaine,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6304,Leslie,Johns,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8254,,"Giambologna, Workshop of",,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
7774,Bryan,Robinson,,,,Individual,Person,Subject Person : Sitter,
8911,Derek,Maguire,Derek,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4637,Dorman,Newman,,,,Individual,,"Production Person (pri & sec) : Printer, Production Person (primary) : Printer",
7372,Joachim,Swanen,Joachim,,,,Person,"Production Person (pri & sec), Production Person (primary)",
6653,Susan,Thores,,,,,Person,"Production Person (pri & sec), Production Person (primary)",Female
7447,,,,,,,Person,,
8852,Daisy,Silver,Daisy,,,,Person,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor",
3842,Gustav Ludwig,Hertz,Gustav,Professor,,Individual,Person,,
8128,,Broekmann or Brockman,,,,Individual,Person,Subject Person : Sitter,
277,D W,Stevenson,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
587,John,Bathgate,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
3467,John,Wilson,John,Prof,,Individual,Person,,
7432,,Paiste,,,,,Corporate,"Production Person (pri & sec) : Possible maker, Production Person (primary) : Possible maker",
7573,Moira A,Edmondston,Moira,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
8417,Rolandos,Rimkunas,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8444,Melinda,Cross,Melinda,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8961,Alexander James,Harvey,Alex,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
1458,John Michael,Wright,John Michael,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (primary) : Painter",
4285,Romeyn de,Hooghe,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Engraver, Production Person (primary) : Mapmaker, Production Person (primary) : Engraver",
5699,Thomas,Young,Thomas,,,Individual,Person,,
5710,John,Knox,John,,,Individual,Person,,
5709,Nancy,Baxter,Nancy,,,Individual,Person,,
5765,,Model Release No. 2420,,,,Model Release,Corporate,,
2748,,Possibly Boston Musical Instrument Manufy.,,,,Business,Corporate,,
7725,Adriano,Halweg,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
18,Thomas,Hodgetts,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",Male
6619,Sabine,Lechner,Sabine,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6620,Esther,Tacke,Esther,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3233,,Duncan,,,,Individual,Person,,
3750,Pelham,Warren,,,,Individual,Person,,
5764,,Model Release No. 2414?,,,,Model Release,Corporate,,
4414,William,Harris,,,,Individual,,"Production Person (pri & sec) : Landowner, Production Person (pri & sec) : Maker, Production Person (primary) : Landowner, Production Person (primary) : Maker",
3722,,Bolcklamer,,,,Individual,Person,,
6429,Eric,Fleming,Eric,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6430,Ruth,Stirling,Ruth,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
2156,,Stengel,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4686,Alexander,Home,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
1425,William Henry,Watt,William Henry,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
6712,David,Muir,David,,,Individual,Person,,
8395,A.U.,Berndes,A.,,,Individual,Person,"Production Person (pri & sec), Production Person (secondary)",
8405,Thomas,Rodd,Thomas,,the younger,Individual,Person,"Production Person (pri & sec) : Publisher, Production Person (secondary) : Publisher",
2177,Jean-Jacques,Baumann,Jean-Jacques,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4067,Frederick II,,,King,of Prussia,Individual,Person,Subject Person,
4621,William,Edgar,,,,Individual,,"Production Person (pri & sec) : Surveyor, Production Person (primary) : Surveyor",
3375,John,,,King of Saxony,,,Person,,
3967,Montagu,Boyle,,,,Individual,Person,,
7431,Alfred,Morton,Alfred,,,,Person,"Production Person (pri & sec) : Possible maker, Production Person (primary) : Possible maker",
8999,,McArthur,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
1051,William,Douglas,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1713,Aeolian,Weber,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
5173,Ian H.,Adams,Ian,,,Individual,Person,Primary Person : Author,
7339,,University of Edinburgh Works Department,,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
3157,Alexander,Fleming,Alexander,,,Individual,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
5792,J.M.,Barrie,J.M.,,,Individual,Person,,
5802,Hieronymus,Cardanus,Hieronymus,,,Individual,Person,,
7340,,Ruckers,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
5075,Gordon,Cooper,Gordon,,,Individual,Person,Acquisition Source : donor,
4975,,"The Bodleian Library, University of Oxford",,,,Institution,Corporate,Controlling Institution,
228,Ian,Poxton,,,,Individual,,,
2264,,Sautermeister,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
3201,Mary,Lyell (Horner),Mary,Lady,,Individual,Person,,Female
3191,Charles,Chalmers,Charles,Mrs,,Individual,Person,,Female
7524,Ian,Hollyhead,I,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4078,Thomas,,,,the Rhymer,Individual,Person,Subject Person,
1349,J.,Scott,,,,Individual,,"Production Person (pri & sec) : Photographer, Production Person (primary) : Photographer, Production Person (secondary) : Photographer",
3174,Grace,Chalmers,Grace,Miss,,Individual,Person,,Female
3978,Raphael,Holinshed,Raphael,,,Individual,Person,,
3125,Lafayette,,,,,Individual,Person,,
1350,Robert,Scott,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (pri & sec) : Maker, Production Person (primary) : Maker, Production Person (secondary) : Engraver",
2726,L.A.,Schmidt,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
4296,Johann Christoph,Beer,,,,Individual,,"Production Person (pri & sec) : Author, Production Person (primary) : Author",
4306,Johann Baptist,Homann,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Engraver, Production Person (primary) : Mapmaker, Production Person (primary) : Engraver",
5335,John,Barnard,John,Sir,,Individual,Person,,Male
5672,Kwia (?),Tkoroski,Kwia,,,Individual,Person,,
7914,John,Sheldon,,,,Individual,Person,Subject Person : Sitter,
8014,Robert,Taylor,,Rev.,,Individual,Person,Subject Person : Sitter,
1865,M.A.,Schadlich,M.A.,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
3325,William,Wilson,William,Rev Dr,,Individual,Person,,
6179,Eszter,Fontana,,,,Individual,Person,,
6180,Frank,Sindermann,,,,Individual,Person,,
52,Duncan,Shanks,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
1654,,Possibly Avedis Zildjian,,,,Business,Corporate,,
8352,Thomas E.,Clapperton,Thomas,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
7660,François,Gérard,,Baron,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
8195,James,Wardrop,,,,Individual,Person,Subject Person : Sitter,
8205,Joseph,Warder,,,,Individual,Person,Subject Person : Sitter,
7659,William,Evans,,,,Individual,Person,"Production Person (pri & sec) : Copyist, Production Person (pri & sec) : Draughtsman, Production Person (secondary) : Copyist, Production Person (secondary) : Draughtsman",
3832,Charles Thomson Rees,Wilson,Charles,Professor,,Individual,Person,,
5579,William,Buchan,William,Rev,,Individual,Person,,
5580,George,Buist,George,Dr,,Individual,Person,,
8695,,,,,,,Person,,
8705,,,,,,,Person,,
1528,Adam Cleghorn,Welch,Adam,"MA, HonDD, HonThD",,Individual,Person,Subject Person : Sitter,Male
3098,Malcolm,Porteous,Malcolm,Mr,,Individual,Person,Acquisition Source : donor,Male
3108,Donald,Reid,Donald,,,Individual,Person,Acquisition Source : donor,
2998,,Possibly Premier,,,,Business,Corporate,,
7877,Johann Gustave,Acrel,,,,Individual,Person,Subject Person : Sitter,
2346,Daniel,Bangham,Daniel,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker",
4833,William,McCartney,,,,Individual,,,
6554,W.,Douglas,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3881,Hector,Boece,Hector,,,Individual,Person,,
5656,David,Imrie,David,,,Individual,Person,,
7133,,Alumnus of the University of Edinburgh,,,,Business,Corporate,,
8514,Ky,Ober,Ky,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1872,,,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker",
788,Walter,Mettal,,,,Individual,,,
1408,W. H.,Townsend,W. H.,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1398,,"Theatre Royal (Edinburgh, Scotland)",,,,,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
6315,Gwendoline,Rodger,Gwendoline,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2634,W,Sandbach,W,,,,Person,"Production Person (pri & sec), Production Person (primary)",
129,David,Carroll,,,,Individual,,,
130,Pravina,King,,,,Individual,,,
7567,Robert I,Montgomery,Robert,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
5868,Philip,Lowe,Philip,,,Individual,Person,Acquisition Source : donor,Male
7349,John,Hoskin(s),John,,,,Person,"Production Person (pri & sec), Production Person (primary)",
7350,Ian,van Heerde(?),Ian,,,,Person,"Production Person (pri & sec), Production Person (primary)",
103,Di,Williams,,,,Individual,,,
2411,,Bainbridge & Wood (foot stamped Clementi & Co.),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
907,John,Inglis,,P.C. M.A. D.C.L. LL.D.,,Individual,Person,Subject Person : Sitter,Male
4925,James,Gordon,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Surveyor, Production Person (pri & sec) : Draughtsman, Production Person (pri & sec) : Artist, Production Person (pri & sec) : Author, Production Person (primary) : Mapmaker, Production Person (primary) : Associated Person, Production Person (primary) : Surveyor, Production Person (primary) : Draughtsman, Production Person (primary) : Artist, Production Person (primary) : Author",
973,Joseph Clayton,Bentley,Joseph Clayton,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
7323,A. Delin,Doornik,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
3445,John,Swan,John,Provost,,Individual,Person,,
5025,Jean,Raichard,,,,Individual,Person,,
5743,,Model Release No. 2401,,,,Model Release,Corporate,,
2845,,Attributed to Antonio Miglai,,,,Business,Corporate,,
897,William,Robertson,,,,,Person,Subject Person : Sitter,Male
5199,,Board of Ordnance,,,,Institution,Corporate,Primary Person : Author,
5209,Richard,McClary,Richard,,,Individual,Person,Primary Person : Author,
5210,,Sylvia Mann & David Kingsley,,,,Business,Corporate,Primary Person : Author,
956,James Charles,Armytage,James Charles,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
3537,R.J.A.,Berry,R.J.A.,Dr,,Individual,Person,,
5117,Leonhard Ludwig,Finke,Leonhard,,,Individual,Person,,
4137,Thomas,Dalyell,Thomas,,,Individual,Person,Subject Person,
3266,Alexander Campbell,Fraser,Alexander,Prof,,Individual,Person,,
1436,David,Wilkie,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Subject Person",
8922,Claire,Pattison,Claire,,,,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
321,William Leadbetter,Calderwood,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7541,Joyce,Cairns,Joyce,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8884,Kristina,Royer,Kristina,,,,Person,Cataloguer,
1311,Auguste,Raffet,,,,Individual,,"Production Person (pri & sec) : Draftsman, Production Person (primary) : Draftsman",
3326,James,Lumsden,James,Rev Dr,,Individual,Person,,
3135,William,Roxburgh,William,,,Individual,Person,,
5715,H.,Segal,H.,,,Individual,Person,,
1002,George,Cattermole,,,,Individual,,"Production Person (pri & sec) : Copyist, Production Person (pri & sec) : Draftsman, Production Person (pri & sec) : Artist, Production Person (primary) : Draftsman, Production Person (primary) : Artist, Production Person (secondary) : Copyist",
7279,Veronica,T,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
7280,Pete,Picken,,,,,Person,"Production Person (pri & sec), Production Person (primary)",Male
6369,Garry,Campbell,Garry,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6370,Peter,McGoldrick,Peter,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7626,Ma(t)thew,Maty,,,,Individual,Person,Subject Person : Sitter,
917,Edward,"Prince of Wales, King of Great Britain",,,,,Person,Subject Person : Sitter,Male
4045,James,Cook,James,,,Individual,Person,Subject Person,
3945,,Juvenal,,,,Individual,Person,,
7693,Johann,Agricola,,,,Individual,Person,Subject Person : Sitter,
7703,Nathaniel,Highmore,,,,Individual,Person,Subject Person : Sitter,Male
847,,Law,,,,Academic,Corporate,Controlling Institution,
4599,George,Bishop,,,,Individual,,"Production Person (pri & sec) : Printer, Production Person (pri & sec) : Publisher, Production Person (primary) : Printer, Production Person (primary) : Publisher",
4609,Claes Janszoon,Vooght,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
4610,John,Seller,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Author, Production Person (pri & sec) : Publisher, Production Person (primary) : Mapmaker, Production Person (primary) : Author, Production Person (primary) : Publisher",
1365,Henry,Singleton,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1273,George Pike,Nicholls,George Pike,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
5623,James,Hall,James,Sir,,Individual,Person,,Male
5151,Bernardino,Vitali,Bernardino,,,Individual,Person,"Production Person (pri & sec) : Printer, Production Person (primary) : Printer, Production Person (secondary) : Printer",
8070,John,Woodall,,,,Individual,Person,Subject Person : Sitter,
8069,Hans,Holbein,,,the younger,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
7969,Thomas,Lawrence,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Draughtsman/designer and Publisher, Production Person (secondary) : Painter, Production Person (secondary) : Draughtsman/designer and Publisher",Male
7970,William,Daniell,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",Male
4882,John,King,,,,Individual,,"Production Person (pri & sec) : Map seller, Production Person (primary) : Map seller",
2352,,Bodin,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
3353,James,MacLagan,James,Rev,,Individual,Person,,
5651,John,Muckarsie,John,,,Individual,Person,,
7159,Nicolas,Barnaud,Nicolas,,,Individual,Person,,
7160,,Boethius,,,,,Person,,
8385,Hamish,Reid,Hamish,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
8977,Saskia,Keller,Saskia,,,Individual,Person,,
1383,J.,Stewart,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
6445,,possibly Alexander Glen.,,,,Business,Corporate,,
4707,Thomas,Basset,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
4697,Robert,Monteith,,,,Individual,,"Production Person (pri & sec) : Author, Production Person (primary) : Author",
989,William,Brockedon,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1442,Hugh William,Williams,Hugh William,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3217,Fox,Maule,Fox,,,Individual,Person,,
3358,James,Smith,James,Rev,,Individual,Person,Subject Person,
3663,P.,Arlensis,,,,Individual,Person,,
990,William,Bromley,,,I,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",Male
234,William,Crozier    1893-1930,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (pri & sec) : attributed to, Production Person (primary) : Artist, Production Person (primary) : attributed to",
5961,Andrew,Restall,A,,,,Person,"Production Person (pri & sec), Production Person (primary)",
6061,Andrew,Smith,Andrew,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
2965,C.,Wheatstone,C.,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
3065,David,Johnson,David,Mr,,Individual,Person,Acquisition Source : donor,Male
2444,A,Dolmetsch,A,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4024,Jacques,Bossuet,,,,Individual,Person,Subject Person,
4219,James,Grossart,James,,,Individual,Person,Acquisition Source : donor,
4220,David,Jamieson,David,,Esq,Individual,Person,Acquisition Source : donor,
598,Karel,Du Jardin,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
3924,Fox,Henry,Fox,,,Individual,Person,,
1491,Donald,Pollock,Donald,!st. Bt. C.M. O.B.E. LL.D. D.L. M.D. D. Sc.,,Individual,Person,Subject Person : Sitter,Male
1501,Theodore,Beza,Theodore,,,Individual,Person,Subject Person : Sitter,Male
2128,,Schemmel,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
5525,W.F.,Skene,W.F.,,,Individual,Person,,
7252,Eleanor,Maiden,Eleanor,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2852,Jacob,Kirckman,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
1991,,Micol-Montagna,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2091,,Ascribed to Betts,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2101,J,Sandy,J,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
727,J. B.,Lane,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
6495,Bosko,Karanovic,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6505,Enid,Marx,Enid,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
3310,Karl Heinrich,Sach,Karl,,,Individual,Person,,
3299,William,Gilston,William,Rev,,Individual,Person,,
3309,David,Irving,David,Dr,,Individual,Person,,
7534,Kate,Downey,Kate,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4171,,St. Andrew Amateur Orchestral Society,,,,,Corporate,Acquisition Source : donor,
6561,Sera,K,Sera,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6587,D.,Ganley,D.,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5841,William,Nicholson,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
3142,Daniel,Pain,Daniel,,of Embden,Individual,Person,,
3478,,Scott,,Mrs,,Individual,Person,,Female
5862,,Geoffrey Breeze Antique Canes,,,,Business,Corporate,Acquisition Source : vendor,
6353,Ronald G,Browne,Ronald,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7822,Allan,Ramsay,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",Male
8885,Mallory,Fowler,Mallory,Ms,,,Person,Cataloguer,Female
1957,G,Iäcklin,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2057,,Dallas,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2155,A,Nechwalsky,A,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
5276,William J.,Watson,William,,,Individual,Person,,
1746,,"Possibly the Pfanzelt family, Rome",,,,,Corporate,,
136,Gill,Tyson,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
755,Tonks,Fawcett,,,,Individual,,,
2683,,Salvationist Publishing and Supplies (?),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4481,William,Thomson,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
6842,Judith A.,Heller,Judith,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7752,Hans,Sloane,,,,Individual,Person,Subject Person : Sitter,
8521,,,,,,,Person,,
95,Kate,Dalgetty,,,,Individual,,,
6011,M E,James,M,,,,Person,"Production Person (pri & sec), Production Person (primary)",
3744,Katherine,Paxton,Katherine,,,Individual,Person,,
5911,Adam,Robson,Adam,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
3624,Wynkyn de,Worde,,,,Individual,Person,,
3576,James,Ferguson,James,,,Individual,Person,,
8689,,,,,,,Person,,
8690,,,,,,,Person,,
8700,,,,,,,Person,,
250,Anthony,Edge,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
2862,,Baker Harris,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
6142,,Model Release No.2472,,,,Business,Corporate,,
6283,D,Stewart Lowdon,D,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2558,Augustin,Grenser,Augustin,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1664,,Possibly Boosey and Hawkes,,,,Business,Corporate,,
249,John S,Kirkwood,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4182,Dorothy,Taylor,Dorothy,Mrs,,Individual,Person,Acquisition Source : donor,Female
5286,D.P.,Heatley,D.P.,,,Individual,Person,,
7735,John,Riley,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",Male
8586,,,,,,,Person,,
1045,Alessandro,D'Este,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1186,Tony,Johannot,,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (primary) : Painter, Production Person (primary) : Artist",
2525,G,French,G,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4475,Andrew,Sympson,,,,Individual,,"Production Person (pri & sec) : Surveyor, Production Person (primary) : Surveyor",
5411,Charles,Darwin,Charles,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Associated Person, Production Person (primary), Production Person (primary) : Associated Person",
8118,John,Cochran,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
5237,J,Bran-Ricci,J,,,Individual,Person,Acquisition Source : donor,
63,Anthea,Taylor,,,,Individual,,,
6924,William D.,MacKay,William,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7024,,Rennie,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7361,G,le Blond,G,,,,Person,"Production Person (pri & sec), Production Person (primary)",
2732,,Possibly Gautrot aîné,,,,Business,Corporate,,
4501,Jodocus,Hondius,,,[or studio of],Individual,,,
4491,William,Duff,Braco,Earl,Fife,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Landowner, Production Person (primary) : Associated Person, Production Person (primary) : Landowner",
7621,Benjamin,Wrench,,Sir,,Individual,Person,Subject Person : Sitter,
2357,,Galander,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4317,Georg Matthaeus,Seutter,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
272,Kees,van Dongen,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
2813,Johannes Gottfried,Kersten,Johannes,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
8597,,,,,,,Person,,
8607,,,,,,,Person,,
2835,,Adler & Co,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4295,Georg Andreas,Endter,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
4305,Pierre,Mortier,,,,Individual,,"Production Person (pri & sec) : Printer, Production Person (primary) : Printer",
1078,John Wilson,Ewbank,John Wilson,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1355,H.,Seling,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
5874,Margaret,Stewart,,,,,Person,Researcher,
